id_paczkomat,miejscowosc,klasa_miejscowosci
MYS10M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS11M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS12M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS13M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS14M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS15M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS16M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS17M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS18M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS19M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS20M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS21M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS22M,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS414,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYS439,MYSLOWICE,miasto 50 - 100 tys. mieszkańców
MYT01M,MYSTKÓW,wieś
MYW01M,MLYNKOWO,wieś
MYZ01M,MORZYCZYN,wieś
MYZ02M,MORZYCZYN,wieś
MZA01M,MSZANOWO,wieś
MZC01G,MAZANCOWICE,wieś
MZC01M,MAZANCOWICE,wieś
MZC02M,MAZANCOWICE,wieś
MZE01E,MIRCZE,wieś
MZG01M,MRZYGLÓD,wieś
MZH01M,MURZASICHLE,wieś
MZI01M,MARZECICE,wieś
MZK01M,MASZKIENICE,wieś
MZN01G,MIEDZNO,wieś
MZN01M,MIEDZNO,wieś
MZO01M,MARZECINO,wieś
MZR01C,MIZERÓW,wieś
MZR01M,MIZERÓW,wieś
MZS01M,MSZCZONÓW,miasto do 20 tys. mieszkańców
MZS01N,MSZCZONÓW,miasto do 20 tys. mieszkańców
MZS02M,MSZCZONÓW,miasto do 20 tys. mieszkańców
MZS03M,MSZCZONÓW,miasto do 20 tys. mieszkańców
MZS04M,MSZCZONÓW,miasto do 20 tys. mieszkańców
MZU01M,MAZURY,wieś
MZV01M,MAKOSZYCE,wieś
MZW01M,MROZÓW,wieś
MZY01M,MIEDZYBRODZIE ZYWIECKIE,wieś
MZZ01M,MAZOWSZANY,wieś
NAA01A,NIESZAWA,miasto do 20 tys. mieszkańców
NAC01M,STARY NACPOLSK,wieś
NAC02M,STARY NACPOLSK,wieś
NAD01A,NADARZYN,wieś
NAD01M,NADARZYN,wieś
NAD01N,NADARZYN,wieś
NAD02M,NADARZYN,wieś
NAD03M,NADARZYN,wieś
NAD04M,NADARZYN,wieś
NAD05M,NADARZYN,wieś
NADM01M,NADMA,wieś
NAG01M,NAWOJOWA GÓRA,wieś
NAI01M,NOWAKI,wieś
NAJ01M,NOWA JASTRZABKA,wieś
NAK01A,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK01G,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK01M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK02M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK03M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK04M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK05M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK06M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK07M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK08M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAK09M,NAKLO NAD NOTECIA,miasto do 20 tys. mieszkańców
NAL01M,NALECZÓW,miasto do 20 tys. mieszkańców
NAL02M,NALECZÓW,miasto do 20 tys. mieszkańców
NAM01M,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM01N,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM02M,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM02N,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM03M,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM04M,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM05M,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAM968,NAMYSLÓW,miasto do 20 tys. mieszkańców
NAN01M,NADNIA,wieś
NAN02M,NADNIA,wieś
NAO01M,NAKLO,wieś
NAP01M,NAPACHANIE,wieś
NAR01M,NAROL,miasto do 20 tys. mieszkańców
NAS01G,NASIELSK,miasto do 20 tys. mieszkańców
NAS01M,NASIELSK,miasto do 20 tys. mieszkańców
NAS01N,NASIELSK,miasto do 20 tys. mieszkańców
NAS02M,NASIELSK,miasto do 20 tys. mieszkańców
NAS049,NASIELSK,miasto do 20 tys. mieszkańców
NAW01D,NAWSIE,wieś
NAW01G,NAWSIE,wieś
NAY01M,NAGOSZYN,wieś
NAZ01M,NACZESLAWICE,wieś
NBC01F,NIEBYLEC,wieś
NBC01M,NIEBYLEC,wieś
NBK01M,NIEBOCKO,wieś
NBO01M,NOWOGRÓD BOBRZANSKI,miasto do 20 tys. mieszkańców
NBO01N,NOWOGRÓD BOBRZANSKI,miasto do 20 tys. mieszkańców
NBO02M,NOWOGRÓD BOBRZANSKI,miasto do 20 tys. mieszkańców
NBO02N,NOWOGRÓD BOBRZANSKI,miasto do 20 tys. mieszkańców
NBR01G,NOWE BRZESKO,miasto do 20 tys. mieszkańców
NBR01M,NOWE BRZESKO,miasto do 20 tys. mieszkańców
NBZ01A,NOWA BRZEZNICA,wieś
NCC01N,NIECHCICE,wieś
NCE01D,NOWA CEREKWIA,wieś
NCH01G,NIECHLÓW,wieś
NCH01M,NIECHLÓW,wieś
NCO01E,NIECHANOWO,wieś
NCO01M,NIECHANOWO,wieś
NCO02M,NIECHANOWO,wieś
NCP01M,NICPONIA,wieś
NCZ01G,NIEMCZA,miasto do 20 tys. mieszkańców
NCZ01M,NIEMCZA,miasto do 20 tys. mieszkańców
NDA01G,NIEDRZWICA DUZA,wieś
NDA01M,NIEDRZWICA DUZA,wieś
NDA02M,NIEDRZWICA DUZA,wieś
NDA050,NIEDRZWICA DUZA,wieś
NDC01M,NIEDOMICE,wieś
NDD01M,NIEDZWIADA,wieś
NDE01M,NIDEK,wieś
NDG01A,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG01M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG01N,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG02A,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG02M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG03A,X,null
NDG03M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG04M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG05M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDG06M,NOWY DWÓR GDANSKI,miasto do 20 tys. mieszkańców
NDI01M,NIEDZICA,wieś
NDI01N,NIEDZICA,wieś
NDK01M,NIEDRZWICA KOSCIELNA,wieś
NDM015,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM01A,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM01AP,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM01B,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM01M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM01N,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM02A,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM02M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM03M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM03N,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM04M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM04N,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM05M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM05N,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM06M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM07M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM08M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM09M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM10M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM11M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM12M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM13M,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM374,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDM449,NOWY DWÓR MAZOWIECKI,miasto 20 - 50 tys. mieszkańców
NDN01G,NOWY DUNINÓW,wieś
NDO01M,NOWE DWORY,wieś
NDR01M,NIEDORADZ,wieś
NDW01M,NIEDZWIEDZ,wieś
NDY01M,NADOLANY,wieś
NDZ01M,NEDZA,wieś
NDZ01N,NEDZA,wieś
NEA01M,NIEGOSLAWICE,wieś
NEB01M,NIEBIESZCZANY,wieś
NEC01M,NIECIECZA,wieś
NED01A,NIEDZWIEDZ,wieś
NEE01M,NIELEDEW,wieś
NEG01G,NIEGOSLAWICE,wieś
NEG01M,NIEGOSLAWICE,wieś
NEI01M,NIEDZWIADA,wieś
NEK01A,NEKLA,miasto do 20 tys. mieszkańców
NEK01M,NEKLA,miasto do 20 tys. mieszkańców
NEK02M,NEKLA,miasto do 20 tys. mieszkańców
NEK03M,NEKLA,miasto do 20 tys. mieszkańców
NEL01G,NOWA WIES-SLADÓW,wieś
NEO01M,NIECKOWO,wieś
NEP01M,NOWE POLASZKI,wieś
NER01M,NOWE RECZAJE,wieś
NES01M,NOWA WIES,wieś
NEV01M,NIEGÓW,wieś
NEW01N,NAREW,wieś
NEWI01M,NEBROWO WIELKIE,wieś
NEZ01M,NIEDZWIEDZ,wieś
NGA01M,NIEGOWA,wieś
NGC01A,NIEGOWONICE,wieś
NGD01M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD01N,NOWOGARD,miasto do 20 tys. mieszkańców
NGD02M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD02N,NOWOGARD,miasto do 20 tys. mieszkańców
NGD03M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD03N,NOWOGARD,miasto do 20 tys. mieszkańców
NGD04M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD05M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD06M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD07M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD08M,NOWOGARD,miasto do 20 tys. mieszkańców
NGD09M,NOWOGARD,miasto do 20 tys. mieszkańców
NGI01M,NIEGOWIC,wieś
NGO01E,NIECZAJNA GÓRNA,wieś
NGP01M,NOWOGRÓDEK POMORSKI,wieś
NGR01M,NOWA GÓRA,wieś
NGS01M,NIEGOSLAW,wieś
NGU01M,NOWE GULCZEWO,wieś
NGW01G,NIEGLOWICE,wieś
NHB01M,NIECHOBRZ,wieś
NIA01A,NIEGARDÓW-KOLONIA,wieś
NIB01M,NIEBOROWICE,wieś
NIC01N,NIECHORZE,wieś
NIC02N,NIECHORZE,wieś
NID01A,NIDZICA,miasto do 20 tys. mieszkańców
NID01M,NIDZICA,miasto do 20 tys. mieszkańców
NID02A,NIDZICA,miasto do 20 tys. mieszkańców
NID02M,NIDZICA,miasto do 20 tys. mieszkańców
NID03M,NIDZICA,miasto do 20 tys. mieszkańców
NID04M,NIDZICA,miasto do 20 tys. mieszkańców
NID05M,NIDZICA,miasto do 20 tys. mieszkańców
NID06M,NIDZICA,miasto do 20 tys. mieszkańców
NID07M,NIDZICA,miasto do 20 tys. mieszkańców
NID08M,NIDZICA,miasto do 20 tys. mieszkańców
NID09M,NIDZICA,miasto do 20 tys. mieszkańców
NID10M,NIDZICA,miasto do 20 tys. mieszkańców
NIE01A,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE01M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE01N,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE02A,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE02M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE03A,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE03M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE04M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE05M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE06M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE07M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE08M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE09M,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIE399,NIEPOLOMICE,miasto do 20 tys. mieszkańców
NIEW01M,NIEWOLNO,wieś
NIG01N,NOWE IGANIE,wieś
NII01M,NIWNICA,wieś
NIJ01M,NIEMOJKI,wieś
NIK01M,NIEWODNICA KORYCKA,wieś
NIK02M,NIEWODNICA KORYCKA,wieś
NIL01M,NIELISZ,wieś
NIM01M,NIEMIANOWICE,wieś
NIN01M,NIEKANIN,wieś
NIO01M,NIENADÓWKA,wieś
NIO02M,NIENADÓWKA,wieś
NIP01M,NIESTEPOWO,wieś
NIR01M,NIEBORÓW,wieś
NIS01A,NISKO,miasto do 20 tys. mieszkańców
NIS01G,NISKO,miasto do 20 tys. mieszkańców
NIS01M,NISKO,miasto do 20 tys. mieszkańców
NIS02A,NISKO,miasto do 20 tys. mieszkańców
NIS02M,NISKO,miasto do 20 tys. mieszkańców
NIS03M,NISKO,miasto do 20 tys. mieszkańców
NIS04M,NISKO,miasto do 20 tys. mieszkańców
NIS05M,NISKO,miasto do 20 tys. mieszkańców
NIS06M,NISKO,miasto do 20 tys. mieszkańców
NIS07M,NISKO,miasto do 20 tys. mieszkańców
NIS08M,NISKO,miasto do 20 tys. mieszkańców
NIS09M,NISKO,miasto do 20 tys. mieszkańców
NIS298,TEST,miasto do 20 tys. mieszkańców
NIT01M,NIEMSTÓW,wieś
NIU01M,NIELUBIA,wieś
NIV01M,NIWKA,wieś
NIW01M,NIALEK WIELKI,wieś
NIY01M,NIEMCZYN,wieś
NIZ01M,NIEZYCHOWICE,wieś
NKA01G,NOWA KARCZMA,wieś
NKA01M,NOWA KARCZMA,wieś
NKN01M,NIEKLONICE,wieś
NKO01M,NOWA KORNICA,wieś
NKR01M,NOWE KRAMSKO,wieś
NKS01M,NOWA WIES KSIAZECA,wieś
NKW01M,NOWA WIES KRÓLEWSKA,wieś
NLM01M,NADOLICE MALE,wieś
NMA01M,NIEKLAN MALY,wieś
NMC01M,NIEMCE,wieś
NMC02M,NIEMCE,wieś
NMC03M,NIEMCE,wieś
NMC332,NIEMCE,wieś
NMI01M,NOWE MIASTO,wieś
NML01A,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NML01M,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NML02M,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NML03M,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NML04M,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NML05M,NOWE MIASTO LUBAWSKIE,miasto do 20 tys. mieszkańców
NMN01M,NOWE MIASTO NAD PILICA,miasto do 20 tys. mieszkańców
NMN01N,NOWE MIASTO NAD PILICA,miasto do 20 tys. mieszkańców
NMN02N,NOWE MIASTO NAD PILICA,miasto do 20 tys. mieszkańców
NMO01M,NIEMODLIN,miasto do 20 tys. mieszkańców
NMO02M,NIEMODLIN,miasto do 20 tys. mieszkańców
NMO02ML,NIEMODLIN,miasto do 20 tys. mieszkańców
NMO03M,NIEMODLIN,miasto do 20 tys. mieszkańców
NMS01A,NOWE MIASTECZKO,miasto do 20 tys. mieszkańców
NMS01M,NOWE MIASTECZKO,miasto do 20 tys. mieszkańców
NMS02M,NOWE MIASTECZKO,miasto do 20 tys. mieszkańców
NMT01M,NIEMSTÓW,wieś
NMW01A,NOWE MIASTO NAD WARTA,wieś
NMZ01M,NIEMCZ,wieś
NMZ01N,NIEMCZ,wieś
NMZ02M,NIEMCZ,wieś
NND01M,NIENADOWA,wieś
NND02M,NIENADOWA,wieś
NNW01M,NOWINY WIELKIE,wieś
NNY01M,NOWINY,wieś
NOA01M,NISKOWA,wieś
NOB01M,NOWE BIELICE,wieś
NOC01M,NOCHOWO,wieś
NOD01G,NOWA DEBA,miasto do 20 tys. mieszkańców
NOD01M,NOWA DEBA,miasto do 20 tys. mieszkańców
NOD01N,NOWA DEBA,miasto do 20 tys. mieszkańców
NOD02M,NOWA DEBA,miasto do 20 tys. mieszkańców
NOD03M,NOWA DEBA,miasto do 20 tys. mieszkańców
NOD04M,NOWA DEBA,miasto do 20 tys. mieszkańców
NOE01M,NOWE,miasto do 20 tys. mieszkańców
NOE01N,NOWE,miasto do 20 tys. mieszkańców
NOE02M,NOWE,miasto do 20 tys. mieszkańców
NOG01M,NOWE GRABIE,wieś
NOI01M,NOWA IWICZNA,wieś
NOI02M,NOWA IWICZNA,wieś
NOI03M,NOWA IWICZNA,wieś
NOJ01M,NOWY JANÓW,wieś
NOK01F,KOLNO,miasto do 20 tys. mieszkańców
NOK01M,NOWY KORCZYN,wieś
NOK01N,KOLNO,miasto do 20 tys. mieszkańców
NOL01M,NOWE LIPINY,wieś
NOM01M,NOWE MISZEWO,wieś
NON01M,NOWINKA,wieś
NOO01D,NOWOGRODZIEC,miasto do 20 tys. mieszkańców
NOO01E,NOWOGRODZIEC,wieś
NOO01M,NOWOGRODZIEC,miasto do 20 tys. mieszkańców
NOO01N,NOWOGRODZIEC,miasto do 20 tys. mieszkańców
NOP01M,NOWE PROBOSZCZEWICE,wieś
NOR01M,NOWODWÓR,wieś
NOS01M,NOWY STAW,miasto do 20 tys. mieszkańców
NOS01N,NOWY STAW,miasto do 20 tys. mieszkańców
NOV01M,NOWINY,wieś
NOW01A,NOWY WISNICZ,miasto do 20 tys. mieszkańców
NOW01M,NOWY WISNICZ,miasto do 20 tys. mieszkańców
NOW02M,NOWY WISNICZ,miasto do 20 tys. mieszkańców
NOW108,NOWY WISNICZ,miasto do 20 tys. mieszkańców
NOWO01M,NOWOSIELCE,wieś
NOX01AP,NOWY KONIK,wieś
NPI01M,NAPIWODA,wieś
NPL01M,NOWE OPOLE,wieś
NPO01A,NIEPORET,wieś
NPO01M,NIEPORET,wieś
NPO02M,NIEPORET,wieś
NPR01M,NAPRAWA,wieś
NPR02M,NAPRAWA,wieś
NPT01M,NIEPART,wieś
NPW01N,NIEPRUSZEWO,wieś
NQS01M,NOSKÓW,wieś
NQV01C,NOWA WIES,wieś
NRK01M,NAROK,wieś
NRM01M,NARAMA,wieś
NRT01M,NARTY,wieś
NRU01A,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU01M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU01N,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU02A,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU02M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU03M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU04M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU05M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU06M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU07M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU08M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRU09M,NOWA RUDA,miasto 20 - 50 tys. mieszkańców
NRW01G,NAREWKA,wieś
NRZ01M,NARZYM,wieś
NSA01A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA01C,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA01M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA01N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA02M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA02N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA03A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA03M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA03N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA04A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA04M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA04N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA05A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA05M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA05N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA061,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA062,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA06A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA06M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA06N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA07A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA07M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA07N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA08A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA08M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA08N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA09A,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA09M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA09N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA10M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA10N,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA11M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA12M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA13M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA14M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA15M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA16M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA17M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA18M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA19M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA20M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA21M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA22M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA23M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA24M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSA25M,NOWY SACZ,miasto 50 - 100 tys. mieszkańców
NSC01M,NOWOSIELEC,wieś
NSE01M,NOWOSIELCE,wieś
NSG01M,NOWA WIES GRODZISKA,wieś
NSI01M,NIWISKI,wieś
NSK01A,NOWE SKALMIERZYCE,wieś
NSK01G,NOWE SKALMIERZYCE,wieś
NSK01M,NOWE SKALMIERZYCE,miasto do 20 tys. mieszkańców
NSK02M,NOWE SKALMIERZYCE,miasto do 20 tys. mieszkańców
NSK03M,NOWE SKALMIERZYCE,miasto do 20 tys. mieszkańców
NSL01A,NOWA SLUPIA,wieś
NSN01G,NASIEGNIEWO,wieś
NSO01A,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO01M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO01N,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO02A,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO02L,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO02M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO02N,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO03A,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO03M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO03N,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO04A,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO04M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO04N,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO05A,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO05M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO06M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO07M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO08M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO09M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSO10M,NOWA SÓL,miasto 20 - 50 tys. mieszkańców
NSS01F,NAKLO SLASKIE,wieś
NSS01M,NAKLO SLASKIE,wieś
NST01M,NASUTÓW,wieś
NSU01M,NOWA SUCHA,wieś
NSW01M,NIESWIN,wieś
NSZ01G,NOWA SARZYNA,miasto do 20 tys. mieszkańców
NSZ01M,NOWA SARZYNA,miasto do 20 tys. mieszkańców
NSZ01N,NOWA SARZYNA,miasto do 20 tys. mieszkańców
NSZ02G,SARZYNA,wieś
NSZ02M,NOWA SARZYNA,miasto do 20 tys. mieszkańców
NTA01A,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA01M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA01N,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA02A,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA02M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA03A,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA03M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA03N,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA04M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA05M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA066,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA06M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA07M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA08M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA09M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA10M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTA12M,NOWY TARG,miasto 20 - 50 tys. mieszkańców
NTK01M,NIETKOWICE,wieś
NTM01A,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM01M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM01N,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM02A,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM02M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM02N,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM03M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM04M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
